name,year,male,female,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years
Latvia,2000,618.0,152.0,6.0,61.0,98.0,304.0,233.0,68.0
Latvia,2001,571.0,137.0,3.0,50.0,98.0,294.0,212.0,51.0
Latvia,2002,521.0,149.0,4.0,60.0,85.0,272.0,199.0,50.0
Latvia,2003,482.0,122.0,4.0,53.0,86.0,239.0,166.0,56.0
Latvia,2004,457.0,106.0,2.0,47.0,73.0,214.0,174.0,53.0
Latvia,2005,445.0,119.0,5.0,51.0,86.0,214.0,158.0,50.0
Latvia,2006,407.0,80.0,0.0,50.0,69.0,189.0,129.0,50.0
Latvia,2007,358.0,95.0,3.0,38.0,65.0,169.0,112.0,66.0
Latvia,2008,427.0,100.0,2.0,46.0,82.0,186.0,150.0,61.0
Latvia,2009,416.0,100.0,0.0,41.0,75.0,200.0,144.0,56.0
Latvia,2010,376.0,62.0,0.0,38.0,61.0,170.0,134.0,35.0
Latvia,2011,365.0,75.0,0.0,43.0,65.0,155.0,120.0,57.0
Latvia,2012,371.0,73.0,1.0,40.0,55.0,186.0,115.0,47.0
Latvia,2013,322.0,61.0,1.0,19.0,59.0,147.0,115.0,42.0
Latvia,2014,311.0,71.0,0.0,37.0,55.0,129.0,113.0,48.0
Latvia,2015,306.0,81.0,1.0,27.0,50.0,130.0,124.0,55.0
Latvia,All,9471.0,2275.0,48.0,972.0,1646.0,4613.0,3391.0,1076.0
Lithuania,1996,1388.0,334.0,6.0,167.0,223.0,793.0,454.0,79.0
Lithuania,1997,1348.0,284.0,7.0,161.0,262.0,746.0,388.0,68.0
Lithuania,1998,1285.0,268.0,3.0,134.0,240.0,664.0,425.0,87.0
Lithuania,1999,1285.0,265.0,9.0,153.0,246.0,689.0,368.0,85.0
Lithuania,2000,1317.0,314.0,6.0,156.0,252.0,716.0,425.0,76.0
Lithuania,2001,1255.0,278.0,9.0,137.0,209.0,672.0,409.0,97.0
Lithuania,2002,1309.0,242.0,5.0,171.0,232.0,687.0,370.0,86.0
Lithuania,2003,1199.0,256.0,4.0,133.0,229.0,640.0,360.0,89.0
Lithuania,2004,1124.0,256.0,7.0,134.0,217.0,589.0,344.0,89.0
Lithuania,2005,1084.0,235.0,3.0,111.0,191.0,553.0,375.0,86.0
Lithuania,2006,853.0,196.0,6.0,107.0,115.0,436.0,297.0,88.0
Lithuania,2007,848.0,177.0,8.0,111.0,163.0,386.0,266.0,91.0
Lithuania,2008,918.0,193.0,2.0,131.0,170.0,466.0,250.0,92.0
Lithuania,2009,952.0,186.0,5.0,125.0,131.0,493.0,287.0,97.0
Lithuania,2010,829.0,189.0,2.0,107.0,121.0,429.0,269.0,90.0
Lithuania,2011,817.0,201.0,2.0,84.0,141.0,416.0,281.0,94.0
Lithuania,2012,753.0,174.0,3.0,72.0,127.0,395.0,240.0,90.0
Lithuania,2013,887.0,198.0,5.0,113.0,143.0,457.0,264.0,103.0
Lithuania,2014,769.0,161.0,5.0,100.0,105.0,352.0,251.0,117.0
Lithuania,2015,727.0,169.0,5.0,76.0,118.0,321.0,271.0,105.0
Lithuania,2016,697.0,129.0,4.0,47.0,104.0,307.0,257.0,107.0
Lithuania,All,21644.0,4705.0,106.0,2530.0,3739.0,11207.0,6851.0,1916.0
Luxembourg,1996,53.0,19.0,0.0,5.0,7.0,32.0,21.0,7.0
Luxembourg,1997,60.0,21.0,0.0,8.0,13.0,28.0,21.0,11.0
Luxembourg,1998,48.0,16.0,1.0,5.0,9.0,27.0,15.0,7.0
Luxembourg,1999,49.0,21.0,1.0,5.0,11.0,29.0,17.0,7.0
Luxembourg,2000,47.0,15.0,0.0,4.0,8.0,18.0,23.0,9.0
Luxembourg,2001,50.0,23.0,0.0,4.0,15.0,19.0,25.0,10.0
Luxembourg,2002,63.0,22.0,0.0,7.0,8.0,26.0,35.0,9.0
Luxembourg,2003,40.0,8.0,1.0,7.0,6.0,18.0,10.0,6.0
Luxembourg,2004,45.0,17.0,0.0,4.0,9.0,27.0,13.0,9.0
Luxembourg,2005,39.0,10.0,0.0,6.0,4.0,22.0,9.0,8.0
Luxembourg,2006,47.0,18.0,0.0,4.0,4.0,34.0,14.0,9.0
Luxembourg,2007,53.0,25.0,0.0,4.0,11.0,34.0,24.0,5.0
Luxembourg,2008,35.0,8.0,0.0,0.0,5.0,23.0,9.0,6.0
Luxembourg,2009,36.0,12.0,0.0,1.0,7.0,23.0,13.0,4.0
Luxembourg,2010,43.0,11.0,1.0,3.0,5.0,29.0,8.0,8.0
Luxembourg,2011,37.0,18.0,0.0,5.0,5.0,26.0,10.0,9.0
Luxembourg,2012,39.0,12.0,0.0,6.0,5.0,18.0,13.0,9.0
Luxembourg,2013,24.0,16.0,0.0,2.0,2.0,14.0,17.0,5.0
Luxembourg,2014,52.0,15.0,1.0,4.0,9.0,23.0,23.0,7.0
Luxembourg,2015,45.0,19.0,1.0,5.0,4.0,23.0,25.0,6.0
Luxembourg,All,905.0,326.0,6.0,89.0,147.0,493.0,345.0,151.0
Malaysia,1997,126.0,46.0,1.0,22.0,46.0,75.0,21.0,7.0
Malaysia,2000,89.0,29.0,0.0,23.0,24.0,53.0,15.0,3.0
Malaysia,2001,58.0,15.0,0.0,9.0,24.0,25.0,11.0,4.0
Malaysia,2002,34.0,12.0,1.0,6.0,11.0,18.0,8.0,2.0
Malaysia,2003,45.0,11.0,0.0,10.0,8.0,24.0,13.0,1.0
Malaysia,2004,49.0,17.0,0.0,8.0,16.0,22.0,18.0,2.0
Malaysia,2005,37.0,2.0,1.0,5.0,9.0,15.0,9.0,0.0
Malaysia,2006,52.0,11.0,1.0,8.0,11.0,30.0,10.0,3.0
Malaysia,2007,49.0,13.0,1.0,7.0,13.0,27.0,9.0,5.0
Malaysia,2008,40.0,19.0,0.0,3.0,13.0,24.0,18.0,1.0
Malaysia,2009,32.0,8.0,1.0,8.0,5.0,16.0,6.0,4.0
Malaysia,2010,25.0,14.0,0.0,4.0,11.0,16.0,5.0,3.0
Malaysia,2011,28.0,6.0,0.0,8.0,11.0,11.0,4.0,0.0
Malaysia,2012,23.0,6.0,0.0,5.0,7.0,10.0,6.0,1.0
Malaysia,2013,17.0,5.0,1.0,4.0,6.0,5.0,5.0,1.0
Malaysia,2014,19.0,2.0,0.0,4.0,6.0,3.0,8.0,0.0
Malaysia,All,723.0,216.0,7.0,134.0,221.0,374.0,166.0,37.0
Maldives,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2001,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Maldives,2002,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
Maldives,2003,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
Maldives,2004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Maldives,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Maldives,2007,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0
Maldives,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maldives,2010,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Maldives,2011,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Maldives,All,14.0,6.0,2.0,6.0,5.0,6.0,0.0,1.0
Malta,1996,9.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0
Malta,1997,11.0,4.0,0.0,4.0,4.0,4.0,1.0,2.0
Malta,1998,11.0,1.0,0.0,0.0,1.0,7.0,4.0,0.0
Malta,1999,22.0,5.0,0.0,2.0,6.0,12.0,5.0,2.0
Malta,2000,17.0,6.0,0.0,1.0,4.0,13.0,3.0,2.0
Malta,2001,23.0,7.0,0.0,5.0,4.0,12.0,8.0,1.0
Malta,2002,11.0,8.0,0.0,0.0,5.0,7.0,6.0,1.0
Malta,2003,17.0,3.0,0.0,1.0,7.0,5.0,5.0,2.0
Malta,2004,14.0,10.0,0.0,4.0,0.0,10.0,6.0,4.0
Malta,2005,16.0,3.0,0.0,0.0,1.0,10.0,5.0,3.0
Malta,2006,21.0,5.0,0.0,3.0,3.0,11.0,6.0,3.0
Malta,2007,25.0,1.0,0.0,2.0,5.0,12.0,5.0,2.0
Malta,2008,12.0,2.0,0.0,1.0,1.0,7.0,4.0,1.0
Malta,2009,33.0,3.0,0.0,4.0,11.0,10.0,9.0,2.0
Malta,2010,29.0,2.0,0.0,3.0,3.0,17.0,6.0,2.0
Malta,2011,20.0,0.0,0.0,3.0,4.0,9.0,4.0,0.0
Malta,2012,19.0,6.0,0.0,1.0,3.0,10.0,10.0,1.0
Malta,2013,21.0,1.0,1.0,2.0,3.0,11.0,4.0,1.0
Malta,2014,27.0,5.0,1.0,3.0,3.0,14.0,6.0,5.0
Malta,2015,27.0,7.0,0.0,3.0,9.0,12.0,10.0,0.0
Malta,All,385.0,80.0,2.0,45.0,81.0,194.0,108.0,35.0
Martinique,2000,29.0,4.0,0.0,0.0,7.0,18.0,7.0,1.0
Martinique,2001,31.0,9.0,0.0,1.0,5.0,19.0,13.0,2.0
Martinique,2002,28.0,3.0,0.0,1.0,6.0,15.0,5.0,4.0
Martinique,2003,26.0,6.0,0.0,3.0,6.0,15.0,5.0,3.0
Martinique,2004,25.0,9.0,0.0,0.0,3.0,17.0,7.0,7.0
Martinique,2005,22.0,4.0,0.0,1.0,5.0,10.0,6.0,4.0
Martinique,2006,30.0,6.0,1.0,3.0,2.0,12.0,13.0,5.0
Martinique,2007,27.0,5.0,0.0,1.0,5.0,13.0,8.0,5.0
Martinique,2008,44.0,6.0,0.0,7.0,9.0,16.0,16.0,2.0
Martinique,2009,19.0,7.0,1.0,1.0,7.0,12.0,4.0,1.0
Martinique,2010,21.0,5.0,0.0,4.0,3.0,12.0,6.0,1.0
Martinique,2011,32.0,5.0,2.0,2.0,4.0,10.0,14.0,5.0
Martinique,2013,18.0,9.0,1.0,4.0,3.0,5.0,12.0,2.0
Martinique,2014,25.0,7.0,0.0,1.0,5.0,10.0,8.0,8.0
Martinique,All,377.0,85.0,5.0,29.0,70.0,184.0,124.0,50.0
Mauritius,1996,117.0,36.0,2.0,35.0,45.0,48.0,22.0,1.0
Mauritius,1997,102.0,20.0,2.0,27.0,31.0,46.0,14.0,2.0
Mauritius,1998,114.0,41.0,2.0,35.0,51.0,54.0,12.0,1.0
Mauritius,1999,120.0,54.0,1.0,31.0,58.0,74.0,7.0,3.0
Mauritius,2000,107.0,30.0,0.0,36.0,37.0,49.0,14.0,1.0
Mauritius,2001,76.0,37.0,2.0,21.0,26.0,46.0,16.0,2.0
Mauritius,2002,102.0,29.0,0.0,28.0,34.0,52.0,16.0,1.0
Mauritius,2003,64.0,24.0,1.0,14.0,25.0,32.0,15.0,1.0
Mauritius,2004,75.0,22.0,0.0,16.0,28.0,42.0,9.0,2.0
Mauritius,2005,79.0,23.0,1.0,14.0,23.0,46.0,16.0,2.0
Mauritius,2006,89.0,29.0,1.0,26.0,24.0,45.0,13.0,9.0
Mauritius,2007,97.0,30.0,1.0,27.0,37.0,47.0,11.0,4.0
Mauritius,2008,72.0,12.0,1.0,13.0,24.0,26.0,20.0,0.0
Mauritius,2009,92.0,23.0,4.0,23.0,25.0,49.0,12.0,2.0
Mauritius,2010,76.0,22.0,0.0,17.0,27.0,36.0,14.0,4.0
Mauritius,2011,95.0,23.0,1.0,23.0,33.0,44.0,14.0,3.0
Mauritius,2012,89.0,26.0,3.0,19.0,32.0,42.0,16.0,3.0
Mauritius,2013,83.0,15.0,2.0,25.0,20.0,36.0,13.0,2.0
Mauritius,2014,96.0,24.0,3.0,27.0,31.0,48.0,8.0,3.0
Mauritius,2015,78.0,26.0,0.0,21.0,26.0,42.0,13.0,2.0
Mauritius,2016,83.0,15.0,0.0,22.0,20.0,39.0,14.0,3.0
Mauritius,All,1906.0,561.0,27.0,500.0,657.0,943.0,289.0,51.0
Mayotte,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayotte,2012,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Mayotte,2013,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Mayotte,2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mayotte,All,6.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0
Mexico,1996,2514.0,494.0,90.0,988.0,728.0,741.0,342.0,119.0
Mexico,1997,2811.0,539.0,111.0,1186.0,839.0,786.0,315.0,113.0
Mexico,1998,2802.0,510.0,123.0,1087.0,887.0,771.0,317.0,127.0
Mexico,1999,2819.0,508.0,99.0,1151.0,826.0,782.0,351.0,118.0
Mexico,2000,2919.0,537.0,118.0,1101.0,898.0,866.0,356.0,117.0
Mexico,2001,3088.0,672.0,140.0,1171.0,973.0,913.0,389.0,174.0
Mexico,2002,3170.0,656.0,166.0,1179.0,971.0,982.0,394.0,134.0
Mexico,2003,3376.0,694.0,143.0,1233.0,1036.0,1056.0,440.0,162.0
Mexico,2004,3381.0,675.0,148.0,1180.0,1043.0,1074.0,457.0,154.0
Mexico,2005,3544.0,730.0,155.0,1215.0,1115.0,1195.0,429.0,165.0
Mexico,2006,3521.0,709.0,175.0,1213.0,1065.0,1156.0,471.0,150.0
Mexico,2007,3523.0,762.0,136.0,1182.0,1116.0,1232.0,469.0,150.0
Mexico,2008,3782.0,860.0,184.0,1322.0,1135.0,1326.0,517.0,158.0
Mexico,2009,4057.0,966.0,190.0,1391.0,1197.0,1505.0,571.0,169.0
Mexico,2010,3958.0,900.0,182.0,1424.0,1113.0,1422.0,545.0,172.0
Mexico,2011,4487.0,1071.0,247.0,1747.0,1249.0,1548.0,605.0,162.0
Mexico,2012,4330.0,1051.0,202.0,1658.0,1227.0,1522.0,594.0,178.0
Mexico,2013,4668.0,1043.0,168.0,1612.0,1363.0,1732.0,659.0,177.0
Mexico,2014,4950.0,1228.0,238.0,1750.0,1411.0,1891.0,703.0,185.0
Mexico,2015,4986.0,1248.0,232.0,1831.0,1462.0,1863.0,672.0,174.0
Mexico,All,72686.0,15853.0,3247.0,26621.0,21654.0,24363.0,9596.0,3058.0
Mongolia,2016,387.0,63.0,27.0,103.0,142.0,142.0,30.0,6.0
Mongolia,All,387.0,63.0,27.0,103.0,142.0,142.0,30.0,6.0
Montenegro,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2005,82.0,36.0,0.0,4.0,19.0,38.0,45.0,12.0
Montenegro,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,2007,89.0,32.0,1.0,5.0,15.0,37.0,41.0,22.0
Montenegro,2008,80.0,46.0,3.0,8.0,14.0,37.0,45.0,19.0
Montenegro,2009,77.0,30.0,1.0,4.0,3.0,44.0,35.0,20.0
Montenegro,All,328.0,144.0,5.0,21.0,51.0,156.0,166.0,73.0
Montserrat,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2010,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Montserrat,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,All,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Morocco,2000,14.0,7.0,0.0,5.0,6.0,7.0,1.0,2.0
Morocco,2001,8.0,3.0,1.0,1.0,2.0,6.0,0.0,1.0
Morocco,2002,17.0,5.0,0.0,5.0,8.0,7.0,2.0,0.0
Morocco,2003,22.0,18.0,2.0,23.0,0.0,11.0,3.0,1.0
Morocco,2004,14.0,6.0,0.0,8.0,4.0,7.0,1.0,0.0
Morocco,2007,7.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0
Morocco,2008,6.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0
Morocco,2009,15.0,8.0,2.0,8.0,8.0,4.0,1.0,0.0
Morocco,2010,28.0,8.0,3.0,10.0,9.0,7.0,6.0,1.0
Morocco,2011,35.0,12.0,4.0,11.0,12.0,15.0,4.0,1.0
Morocco,2012,103.0,46.0,9.0,35.0,37.0,50.0,16.0,2.0
Morocco,2013,114.0,44.0,4.0,43.0,36.0,53.0,17.0,5.0
Morocco,2014,82.0,36.0,6.0,30.0,25.0,41.0,14.0,2.0
Morocco,All,465.0,199.0,32.0,186.0,152.0,213.0,66.0,15.0
Netherlands,1996,1043.0,534.0,5.0,123.0,315.0,614.0,354.0,166.0
Netherlands,1997,1042.0,530.0,11.0,153.0,297.0,593.0,342.0,176.0
Netherlands,1998,1002.0,517.0,9.0,110.0,304.0,586.0,344.0,166.0
Netherlands,1999,1016.0,503.0,12.0,123.0,273.0,623.0,341.0,147.0
Netherlands,2000,1000.0,501.0,5.0,108.0,229.0,661.0,354.0,144.0
Netherlands,2001,1010.0,464.0,3.0,103.0,244.0,661.0,314.0,149.0
Netherlands,2002,1063.0,507.0,7.0,106.0,236.0,700.0,375.0,146.0
Netherlands,2003,1018.0,484.0,3.0,97.0,213.0,652.0,388.0,149.0
Netherlands,2004,1022.0,492.0,9.0,97.0,183.0,720.0,362.0,143.0
Netherlands,2005,1074.0,500.0,13.0,111.0,199.0,731.0,392.0,128.0
Netherlands,2006,1046.0,479.0,4.0,125.0,194.0,675.0,389.0,138.0
Netherlands,2007,944.0,410.0,9.0,94.0,162.0,598.0,374.0,117.0
Netherlands,2008,991.0,448.0,5.0,98.0,160.0,646.0,405.0,125.0
Netherlands,2009,1068.0,462.0,8.0,101.0,163.0,693.0,421.0,144.0
Netherlands,2010,1127.0,477.0,6.0,123.0,168.0,704.0,475.0,128.0
Netherlands,2011,1137.0,513.0,4.0,123.0,201.0,714.0,477.0,131.0
Netherlands,2012,1186.0,570.0,6.0,130.0,201.0,772.0,501.0,146.0
Netherlands,2013,1307.0,549.0,7.0,139.0,183.0,764.0,595.0,168.0
Netherlands,2014,1250.0,589.0,2.0,129.0,171.0,791.0,588.0,158.0
Netherlands,2015,1282.0,591.0,7.0,123.0,211.0,710.0,638.0,184.0
Netherlands,2016,1279.0,616.0,9.0,112.0,224.0,695.0,645.0,210.0
Netherlands,All,22907.0,10736.0,144.0,2428.0,4531.0,14303.0,9074.0,3163.0
Netherlands Antilles,1996,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Netherlands Antilles,1997,8.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0
Netherlands Antilles,1998,7.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0
Netherlands Antilles,1999,7.0,4.0,0.0,1.0,3.0,5.0,0.0,2.0
Netherlands Antilles,2000,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
Netherlands Antilles,All,30.0,7.0,0.0,3.0,8.0,17.0,5.0,4.0
New Zealand,1996,428.0,112.0,7.0,143.0,142.0,143.0,81.0,24.0
New Zealand,1997,441.0,121.0,8.0,142.0,154.0,162.0,72.0,24.0
New Zealand,1998,442.0,132.0,13.0,139.0,134.0,175.0,87.0,26.0
New Zealand,1999,385.0,131.0,6.0,120.0,126.0,175.0,65.0,24.0
New Zealand,2000,375.0,83.0,4.0,96.0,126.0,143.0,69.0,20.0
New Zealand,2001,389.0,119.0,3.0,110.0,121.0,169.0,71.0,34.0
New Zealand,2002,354.0,113.0,0.0,96.0,108.0,170.0,72.0,21.0
New Zealand,2003,378.0,141.0,5.0,97.0,102.0,199.0,78.0,38.0
New Zealand,2004,382.0,113.0,6.0,113.0,95.0,171.0,78.0,32.0
New Zealand,2005,382.0,132.0,2.0,108.0,112.0,187.0,80.0,25.0
New Zealand,2006,388.0,139.0,6.0,119.0,100.0,188.0,92.0,22.0
New Zealand,2007,376.0,118.0,2.0,93.0,94.0,205.0,70.0,30.0
New Zealand,2008,381.0,139.0,5.0,121.0,88.0,191.0,91.0,24.0
New Zealand,2009,394.0,118.0,10.0,115.0,84.0,186.0,84.0,33.0
New Zealand,2010,387.0,149.0,6.0,112.0,95.0,206.0,88.0,29.0
New Zealand,2011,377.0,116.0,6.0,129.0,89.0,163.0,79.0,27.0
New Zealand,2012,404.0,145.0,12.0,148.0,82.0,199.0,72.0,36.0
New Zealand,2013,366.0,147.0,2.0,112.0,72.0,203.0,93.0,31.0
New Zealand,All,7029.0,2268.0,103.0,2113.0,1924.0,3235.0,1422.0,500.0
Nicaragua,1996,147.0,83.0,18.0,109.0,41.0,43.0,13.0,6.0
Nicaragua,1997,174.0,100.0,13.0,120.0,72.0,50.0,15.0,4.0
Nicaragua,1998,211.0,90.0,7.0,146.0,69.0,55.0,20.0,4.0
Nicaragua,1999,219.0,99.0,14.0,137.0,69.0,70.0,23.0,5.0
Nicaragua,2000,250.0,113.0,12.0,175.0,86.0,66.0,22.0,2.0
Nicaragua,2001,243.0,122.0,11.0,171.0,66.0,90.0,25.0,2.0
Nicaragua,2002,259.0,103.0,8.0,159.0,89.0,82.0,20.0,4.0
Nicaragua,2003,290.0,99.0,12.0,167.0,94.0,82.0,28.0,6.0
Nicaragua,2004,293.0,100.0,13.0,170.0,98.0,73.0,28.0,11.0
Nicaragua,2005,301.0,90.0,17.0,175.0,91.0,74.0,26.0,8.0
Nicaragua,2006,247.0,72.0,13.0,129.0,78.0,64.0,29.0,6.0
Nicaragua,2007,271.0,81.0,20.0,139.0,95.0,71.0,24.0,3.0
Nicaragua,2008,277.0,107.0,14.0,172.0,91.0,77.0,23.0,7.0
Nicaragua,2009,270.0,96.0,15.0,133.0,115.0,75.0,26.0,2.0
Nicaragua,2010,274.0,77.0,12.0,116.0,97.0,91.0,27.0,8.0
Nicaragua,2011,276.0,93.0,18.0,142.0,95.0,72.0,35.0,7.0
Nicaragua,2012,234.0,82.0,12.0,115.0,91.0,65.0,28.0,5.0
Nicaragua,2013,276.0,75.0,11.0,123.0,93.0,83.0,35.0,6.0
Nicaragua,2014,241.0,70.0,15.0,96.0,89.0,70.0,35.0,6.0
Nicaragua,2015,230.0,85.0,12.0,109.0,84.0,81.0,22.0,7.0
Nicaragua,All,4983.0,1837.0,267.0,2803.0,1703.0,1434.0,504.0,109.0
Norway,1996,389.0,128.0,9.0,78.0,102.0,170.0,111.0,47.0
Norway,1997,387.0,146.0,3.0,71.0,83.0,198.0,120.0,58.0
Norway,1998,399.0,149.0,5.0,88.0,116.0,186.0,117.0,36.0
Norway,1999,430.0,153.0,2.0,103.0,118.0,196.0,126.0,38.0
Norway,2000,409.0,132.0,4.0,84.0,107.0,201.0,106.0,39.0
Norway,2001,411.0,138.0,0.0,81.0,94.0,209.0,119.0,46.0
Norway,2002,362.0,132.0,2.0,64.0,97.0,162.0,125.0,44.0
Norway,2003,374.0,128.0,9.0,75.0,92.0,179.0,109.0,38.0
Norway,2004,359.0,170.0,3.0,78.0,79.0,211.0,116.0,42.0
Norway,2005,360.0,173.0,5.0,70.0,106.0,197.0,115.0,40.0
Norway,2006,391.0,141.0,1.0,86.0,84.0,196.0,125.0,40.0
Norway,2007,336.0,149.0,2.0,59.0,81.0,189.0,110.0,44.0
Norway,2008,347.0,158.0,1.0,69.0,86.0,186.0,118.0,45.0
Norway,2009,416.0,157.0,4.0,69.0,95.0,212.0,150.0,43.0
Norway,2010,384.0,164.0,1.0,72.0,86.0,200.0,148.0,41.0
Norway,2011,434.0,164.0,7.0,78.0,96.0,233.0,142.0,42.0
Norway,2012,369.0,146.0,2.0,66.0,78.0,208.0,114.0,47.0
Norway,2013,378.0,176.0,1.0,64.0,80.0,229.0,144.0,36.0
Norway,2014,401.0,147.0,3.0,55.0,91.0,198.0,161.0,40.0
Norway,2015,400.0,190.0,4.0,60.0,95.0,201.0,181.0,49.0
Norway,All,7736.0,3041.0,68.0,1470.0,1866.0,3961.0,2557.0,855.0
Occupied Palestinian Territory,2008,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
Occupied Palestinian Territory,2009,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Occupied Palestinian Territory,2010,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Occupied Palestinian Territory,2011,4.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0
Occupied Palestinian Territory,2012,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
Occupied Palestinian Territory,2013,5.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0
Occupied Palestinian Territory,2014,9.0,3.0,1.0,6.0,2.0,3.0,0.0,0.0
Occupied Palestinian Territory,2015,9.0,3.0,0.0,6.0,3.0,3.0,0.0,0.0
Occupied Palestinian Territory,2016,6.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0
Occupied Palestinian Territory,All,44.0,14.0,5.0,21.0,13.0,17.0,2.0,0.0
Oman,2009,13.0,0.0,0.0,3.0,7.0,1.0,0.0,2.0
Oman,2010,13.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0
Oman,2014,7.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0
Oman,All,33.0,0.0,0.0,7.0,13.0,9.0,2.0,2.0
Panama,1996,98.0,15.0,1.0,28.0,33.0,33.0,13.0,5.0
Panama,1997,124.0,21.0,1.0,32.0,47.0,44.0,14.0,7.0
Panama,1998,124.0,24.0,0.0,45.0,38.0,37.0,24.0,4.0
Panama,1999,124.0,19.0,3.0,33.0,44.0,37.0,20.0,6.0
Panama,2000,124.0,19.0,2.0,33.0,37.0,45.0,16.0,10.0
Panama,2001,139.0,23.0,2.0,43.0,44.0,41.0,24.0,8.0
Panama,2002,130.0,30.0,4.0,33.0,33.0,53.0,31.0,6.0
Panama,2003,174.0,21.0,3.0,58.0,44.0,57.0,23.0,10.0
Panama,2004,152.0,34.0,5.0,42.0,52.0,59.0,22.0,6.0
Panama,2005,148.0,24.0,5.0,50.0,33.0,46.0,32.0,6.0
Panama,2006,172.0,13.0,6.0,42.0,48.0,47.0,31.0,11.0
Panama,2007,150.0,21.0,2.0,36.0,33.0,70.0,23.0,7.0
Panama,2008,154.0,32.0,7.0,54.0,48.0,45.0,27.0,5.0
Panama,2009,149.0,28.0,4.0,45.0,48.0,46.0,30.0,4.0
